TransactionID,AccountID,TransactionAmount,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionGap,IP1,IP2,IP3,IP4,TransactionType_Debit,Balance_after_Transaction,TransactionAmount_x_Duration,LoginFrequency,Cluster
0,126,-1.5108326672267542,36,365,14,0,1.4237182648914386,0,-0.47544820431312024,-0.20679364850592963,0.186255629190841,-0.8007620300162911,0.7477143257351275,0.9559086805362094,1.229131358786772,-0.6141354990166293,True,1.6970882964175953,0.7183226786505622,-1.2488106171326794,0
1,450,0.672289042100328,15,50,51,0,1.3112870641052805,0,0.4461042836433006,-0.20679364850592963,1.811684414132205,-0.07670647939509202,-1.5462053925520127,0.2865061222507173,-0.876882968651437,-1.8350277691578212,True,1.139395372031877,0.2999110215274076,-13.036725340004562,0
2,18,-0.5386466313035377,23,229,8,2,-1.443277355155591,3,-0.9406610984409725,-0.20679364850592963,-1.120360065099199,0.04613756558528508,1.563672346333909,-0.4238802661338866,0.22307355905514353,0.2876599277922058,True,-0.5817134337956612,0.5066839318735153,21.674265208574727,0
3,68,-0.15259504632546408,33,182,1,2,-1.0497681524040379,3,-1.5773404800409108,-0.20679364850592963,0.9608734198465969,-0.5750971733355135,1.332740831070103,-1.5714275089090157,1.323030086761724,0.1905434972127928,True,1.113468466172061,0.24069434362287254,-1.7388368787900208,0
4,406,-1.5172772276323394,1,298,90,2,-1.0497681524040379,3,1.1227184347359322,-0.20679364850592963,0.7312118229508622,0.9673907486161504,-0.7456428063041518,0.4914252727462762,-1.6549010004438962,-0.5031452926401574,False,2.248489050583202,-1.7034751140678548,1.0337083521417398,0
5,388,-0.8019008893099197,28,562,53,0,-1.49949295554867,3,0.8309784133015728,-0.20679364850592963,-1.254496277668001,-0.8756703885786793,0.05491977994370929,-0.8337185671250041,0.8803646548798074,1.0368438208333919,True,-0.45259538835808144,-0.6663623286238772,-1.1419823340393598,0
6,197,-1.5819919419505382,39,235,18,0,-0.4313965480801688,0,0.4195783825648011,-0.20679364850592963,1.748505989228932,-1.3178447459241749,0.4090147700148786,1.1471665543320644,1.698624998661532,1.189455354601041,False,3.3304979311794702,-0.6637696202341555,-0.7588147837400989,0
7,67,-0.23260135441508278,16,483,19,1,1.2550714637122016,2,2.0127699128464025,-0.20679364850592963,-0.5116652750218743,-0.546407627090114,-0.32996607882930085,1.1744891077314723,-0.6756714087051112,0.2876599277922058,False,-0.2790639206067915,-0.46817300785400134,-1.8301358426108925,0
8,133,-0.689958032287807,11,670,34,1,0.35562185742293734,1,-0.3879037737670492,-0.20679364850592963,1.0603652591665935,-0.9980283286842911,-1.3768556146918882,0.2728448455510134,-0.4610457447623638,0.5651354437333858,False,1.7503232914544005,0.26763732446532795,-1.00197566687899,0
9,380,1.558607356853407,26,194,6,0,0.5804842589952534,0,0.15496181434917897,-0.20679364850592963,-1.1595645329265096,-0.9043208679671186,-1.253692139884525,0.5597316562447958,-0.5147021607480506,-1.3216980646666383,True,-2.7181718897799163,0.24152462387598217,-1.105802316414744,0
10,148,-1.4738796584756428,0,200,72,2,0.41183745781601633,1,-0.8824859019390859,-0.20679364850592963,0.7668367955688128,-1.0639029934759716,1.5328814776320683,-1.544104955509608,-1.574416376465366,1.61954240430987,False,2.2407164540444557,1.3006780197595496,-0.9399354077634015,0
11,454,-0.119980664277024,22,572,29,2,-1.330846154369433,3,0.8426679393432855,-0.20679364850592963,-0.964804401896736,-1.402097591971694,0.03952434559278888,0.6416993164430193,-1.5475881684725226,1.189455354601041,True,-0.844823737619712,-0.10110385912735836,-0.7132171662284011,0
12,387,0.9925987571354653,23,31,56,1,-1.162199353190196,3,0.020463420386292647,-0.20679364850592963,-0.930572947123987,-0.26450096962352293,1.486695174579307,-0.41021898943418267,0.9608492788583377,0.0934270666333798,False,-1.9231717042594523,0.020311965642174624,-3.780705906273008,0
13,260,1.5117494257369124,22,53,24,0,-1.0497681524040379,3,0.19838749507060127,-0.20679364850592963,-1.4956489607617005,1.2959924205335944,1.22497279061366,-0.6151381399297413,-1.6951433124331614,0.6483780985157398,True,-3.007398386498613,0.299912181746366,0.7716093913784884,0
14,83,-0.26057324311507546,21,299,16,2,-1.49949295554867,3,0.35222372312429456,-0.20679364850592963,-1.449971554615679,-1.3365370943556227,1.147995618859058,-0.055025795241880684,0.7328095109191686,-1.7240375627813491,True,-1.1893983115006037,-0.09178007783656383,-0.7482022601866883,0
15,266,0.9220232022706807,10,451,24,0,-0.4876121484732478,1,0.28330532668029007,-0.20679364850592963,-0.2923316499084226,1.50270321348769,1.6560449524394316,0.5597316562447958,-1.0378522166084974,0.2182910488069108,True,-1.2143548521791032,0.26121408452610234,0.6654673554149928,0
16,313,1.1276869308966098,2,651,47,1,-1.443277355155591,3,0.6628510710023714,-0.20679364850592963,-1.116897660506791,1.0986324267016871,-0.9303880185151966,1.229134214530288,0.6791530949334817,0.4818927889510318,False,-2.2445845914034006,0.747488489900195,0.9102224590074703,0
17,354,0.9888552060388122,8,417,58,2,-0.31896534729401077,1,1.491422182083449,-0.20679364850592963,0.18566389158480567,1.522351013184067,0.008733476890948078,1.2974405980288075,0.03527610310523958,-1.2384554098842842,True,-0.8031913144540065,1.4748005891549838,0.656878686749507,0
18,238,-1.4649193899812498,0,513,53,1,0.8053466605675694,2,-0.057165238718669,-0.20679364850592963,0.8383590536664803,-1.261313153940354,-0.3145706444783804,1.229134214530288,-0.15252135284466442,-0.05918446713426923,False,2.3032784436477303,0.08374246663188512,-0.7928245861532873,0
19,281,-0.9749342436895663,8,38,38,2,-1.49949295554867,3,0.7956636066243687,-0.20679364850592963,0.5427245808597458,-0.25472881431707406,0.1011060829964705,0.5733929329444997,-0.4476316407659421,-0.9332323423489863,False,1.5176588245493121,-0.7757196965556415,-3.9257450919147185,0
20,1,-1.0816187697546635,20,150,39,1,1.4799338652845175,2,-1.302606210010628,-0.20679364850592963,0.3491661867900668,-1.1956106444904864,0.03952434559278888,-1.1479279312181943,-1.5341740644761008,1.577921076918693,True,1.4307849565447304,1.4089233263464802,-0.836392757330652,0
21,13,-0.8541997706537092,19,260,64,1,-0.3751809476870898,0,-0.268553453715343,-0.20679364850592963,1.0698216819982798,0.34709970825679426,-0.8380154124096743,0.054264418355750674,1.6181403746830016,1.605668628512811,True,1.924021452651989,0.22939829857190752,2.8810157084851276,0
22,93,-1.145783282537224,1,140,21,2,-0.31896534729401077,1,0.15496181434917897,-0.20679364850592963,1.0379624508394678,-0.2732867684077262,0.3012467295584358,-0.8883636739238198,-0.407389328776677,-1.5991735806078182,True,2.183745733376692,-0.1775526563129262,-3.6591612969135547,0
23,448,0.5730127086916262,13,158,82,2,-1.274630553976354,3,0.45928101948352285,3.1124756489183207,-1.012618841676644,-0.6025487681469913,1.1941819219118193,-0.6287994166294454,-0.313490600801725,0.8564847354716248,True,-1.5856315503682703,0.263173861024905,-1.6596169784513584,0
24,237,-0.40234926074153066,33,35,27,2,-1.330846154369433,3,-0.21857193818218257,-0.20679364850592963,-0.8157503049976564,-1.1767461407172255,0.0857106486455501,0.7919733601397624,0.3706287030157824,-0.4476501894519213,True,-0.4134010442561258,0.0879422577464447,-0.8498010321670605,0
25,39,-1.5777953282711643,15,651,42,2,1.1426402629260435,2,1.8817854608487634,-0.20679364850592963,-0.2391394827416565,1.004991129352291,-0.4993158566894253,1.6389725155214054,1.457171126725941,0.1489221698216158,False,1.338655845529508,-2.969072308935779,0.9950335592923454,0
26,436,0.178364100071917,24,45,28,0,-1.218414953583275,3,0.6628510710023714,6.431744946342571,-1.297863421596905,-0.7443210861991769,-0.8995971498133557,0.35481250574923695,0.46452743099073435,1.577921076918693,True,-1.4762275216688219,0.11822883476104433,-1.343506388428506,0
27,55,-1.2556567481832426,25,300,7,1,-0.4313965480801688,1,-0.2351536375112642,-0.20679364850592963,-0.5489529921482607,-0.9229277916556315,-1.4230419177446496,-1.3665083584134572,-1.2658919845476666,-1.8766490965489986,True,0.7067037560349819,0.295272251800855,-1.083508501306434,0
28,385,-0.5301879069002794,19,226,91,2,-0.03788734532861575,0,1.1119335175736063,-0.20679364850592963,-0.8740652980492729,-1.5248195394214048,0.5937599822259234,1.4477146417255506,-0.8232265526657501,0.2599123761980878,True,-0.3438773911489935,-0.5895337042946154,-0.6558153537047322,0
29,309,-1.1098509184068155,11,288,42,1,-0.9935525520109589,3,1.9434104844676099,-0.20679364850592963,-1.0319867943742287,0.722558756047332,-1.2382967055336047,-1.3665083584134572,0.15600303907303498,-0.7528732569872193,True,0.0778641240325868,-2.156895911027811,1.383970304468172,0
30,362,-1.3703331548851432,24,570,90,2,0.8053466605675694,0,-1.685893511431728,-0.20679364850592963,0.915251203719329,0.1117634648198325,-1.2075058368317637,-0.8337185671250041,-1.4134471285083055,-1.5714260290137003,False,2.2855843586044724,2.310235774320632,8.947459770203656,0
31,287,-1.0834039749175646,3,274,52,0,-0.8811213512248008,0,1.7098095208507929,-0.20679364850592963,1.1922132392681846,-1.402524389222383,1.1326001845081377,0.9695699572359133,0.6925671989299035,-1.5159309258254643,True,2.275617214185749,-1.8524144312416455,-0.71300012961233,0
32,58,0.7338853092084179,27,601,6,0,0.2431906566367793,1,0.7838085591320157,3.1124756489183207,1.16853780856353,0.7693579125096357,0.3012467295584358,-0.8337185671250041,1.6583826866722668,0.3709025825745598,True,0.4346524993551122,0.5752255867788039,1.2997849944241346,0
33,354,1.6377749398963848,20,109,93,2,-1.274630553976354,3,0.5627146920237458,-0.20679364850592963,-1.4092221373238967,-1.0730691228035607,0.3166421639093562,0.16355463195338205,-0.5549444727373157,1.314319336774572,True,-3.0469970772202815,0.921600020908003,-0.9319065025168126,0
34,360,0.2168601271291883,37,345,1,1,0.018328255064463263,0,-1.058874311958881,-0.20679364850592963,1.9573410299750544,1.0703393165563033,-0.32996607882930085,1.1744891077314723,-0.6756714087051112,0.2876599277922058,False,1.740480902845866,-0.22962761790523475,0.9342830736976757,0
35,263,-0.5498518224469149,39,41,1,1,0.2431906566367793,1,-1.1592575015304638,-0.20679364850592963,0.3525727022563455,0.9668801589424548,-0.8380154124096743,0.23186101545190163,1.5510698547008932,-1.7101637869842903,True,0.9024245247032604,0.6374198499017828,1.034254232363551,0
36,399,-0.9181287158456257,25,244,27,1,-1.0497681524040379,3,0.4984746518105413,-0.20679364850592963,-1.2072811591029957,1.3054878432014652,-1.2382967055336047,-1.3665083584134572,0.15600303907303498,-0.7528732569872193,True,-0.28915244325737,-0.4576638919484077,0.7659971164097363,0
37,200,1.304882927129065,38,433,73,0,1.7047962668568335,2,0.3928177842655264,-0.20679364850592963,0.12297234472858608,-1.1763184728959077,-0.6224793314967885,-0.27360622243714344,-0.6756714087051112,1.411435767353985,True,-1.181910582400479,0.5125812201607536,-0.8501099898135229,0
